GP-Nr;PLZ;Ort;Kanton;WärmePumpe; PV;PV-Leistung in kWp ;Batterie/Speicher;Ladestation für Elektrofahrzeuge;Wärmepumpenboiler;Datum Unterschrift;geplanter Baustart;Übergabe;InBetrieb-Datum;InBetrieb-Datum bezieht sich auf
201527;5620;Bremgarten AG;AG;-;X;43.2;x;-;-;06.02.2025;01.05.2025;27.08.2025;23.06.2025;PV + Batterie
201527;5620;Bremgarten AG;AG;-;x;36.9;x;-;-;06.02.2025;01.05.2025;27.08.2025;23.06.2025;PV + Batterie
909265;4468;Kienberg;SO;X;-;;-;-;-;08.02.2025;15.04.2025;;;
902830;5032;Aarau Rohr;AG;-;x;29.52;-;-;-;14.02.2025;10.03.2025;;;
805535;4313;Möhlin;AG;-;-;;x;-;-;16.02.2025;10.03.2025;;;
805537;4313;Möhlin;AG;-;-;;x;-;-;16.02.2025;10.03.2025;;;
223653;4323;Wallbach;AG;-;-;;x;-;-;18.02.2025;10.03.2025;;;
235760;5445;Eggenwil;AG;-;x;14.1;x;-;-;19.02.2025;01.05.2025;02.07.2025;02.05.2025;PV + Batterie
696588;5044;Schlossrued;AG;-;-;;-;x;;21.02.2025;04.03.2025;;;
235970;5200;Brugg AG;AG;X;-;;-;-;-;27.02.2025;25.08.2025;25.11.2025;;
236035;4632;Trimbach;SO;-;-;;x;-;-;01.03.2025;01.05.2025;25.06.2025;28.05.2025;Batterie
868792;4322;Mumpf;AG;X;-;;;-;-;04.03.2025;01.06.2025;21.07.2025;17.06.2025;Wärmepumpe
186396;4324;Obermumpf;AG;-;x;8.84;x;x;;05.03.2025;05.05.2025;;18.03.2025;PV + Batterie + EV-Ladestation
859760;5707;Seengen;AG;X;X;15.68;X;-;-;10.03.2025;Q1 / 2026;27.02.2026;23.01.2026;Wärmepumpe + PV + Batterie
236888;5223;Riniken;AG;-;x;0;x;-;-;23.03.2025;01.06.2025;14.05.2025;01.05.2025;PV + Batterie
595687;4310;Rheinfelden;AG;-;x;13.49;x;-;-;26.03.2025;26.05.2025;;;
237118;6265;Roggliswil;LU;X;-;;-;-;-;26.03.2025;25.08.2025;;;
148265;4314;Zeiningen;AG;-;x;21.6;x;X;;28.03.2025;02.06.2025;08.07.2025;10.06.2025;PV + Batterie + EV-Ladestation
227965;5073;Gipf-Oberfrick;AG;-;x;4.95;x;-;-;28.03.2025;01.06.2025;24.07.2025;;
236992;5103;Möriken AG;AG;x;x;13.92;x;-;-;29.03.2025;01.09.2025;30.01.2026;14.01.2026;Wärmepumpe + PV + Batterie
220531;5036;Oberentfelden;AG;-;-;;x;-;-;30.03.2025;02.06.2025;30.04.2025;30.04.2025;Batterie
236125;4322;Mumpf;AG;-;X;35.2;-;-;-;31.03.2025;20.06.2025;;;
591712;5200;Brugg AG;AG;-;-;;x;-;-;01.04.2025;01.06.2025;18.06.2025;27.05.2025;Batterie
168512;4314;Zeiningen;AG;-;X;16.92;X;X;-;04.04.2025;07.07.2025;;04.07.2025;PV + Batterie + EV-Ladestation
237215;5432;Neuenhof;AG;-;X;13.63;X;-;-;07.04.2025;02.06.2025;13.08.2025;11.07.2025;PV + Batterie
191185;4805;Brittnau;AG;-;X;17.3;-;-;-;09.04.2025;30.06.2025;19.08.2025;15.07.2025;PV
159313;4805;Brittnau;AG;-;-;;-;X;-;09.04.2025;05.05.2025;;;
748606;4333;Münchwilen AG;AG;-;x;8.1;x;-;-;10.04.2025;10.06.2025;;;
237552;4852;Rothrist;AG;x;-;;-;-;-;24.04.2025;01.09.2025;;;
237736;5062;Oberhof;AG;-;-;;x;;;05.05.2025;Ende Mai ;;;
909494;5062;Oberhof;AG;-;-;;x;;;05.05.2025;Ende Mai ;;;
238020;5412;Gebenstorf;AG;-;X;15.2;X;;;07.05.2025;23.06.2025;06.08.2025;08.07.2025;PV + Batterie
707268;5027;Herznach;AG;-;-;;-;X;-;10.05.2025;22.05.2025;;;
237900;5623;Boswil;AG;x;-;;-;;;11.05.2025;01.10.2025;21.11.2025;;
717797;4324;Obermumpf;AG;;x;15.51;x;;;12.05.2025;Mitte Juli;25.08.2025;09.07.2025;PV + Batterie
579448;5603;Staufen;AG;x;-;;-;;;12.05.2025;01.09.2025;21.11.2025;03.10.2025;Wärmepumpe
238234;5000;Aarau;AG;-;X;;-;;;12.05.2025;23.03.2026;;;
199430;4303;Kaiseraugst;AG;-;x;15.98;x;x;;16.05.2025;04.08.2025;12.09.2025;27.08.2025;PV + Batterie + EV-Ladestation
199430;4303;Kaiseraugst;AG;-;x;12.22;x;;;16.05.2025;04.08.2025;12.09.2025;20.08.2025;PV + Batterie
238724;5033;Buchs AG;AG;x;-;;-;;;19.05.2025;11.05.2026;;;
238140;5000;Aarau;AG;-;X;76;-;;;21.05.2025;01.09.2025?;;;
225852;5620;Bremgarten AG;AG;-;x;19.27;x;;;21.05.2025;21.07.2025;23.09.2025;;
238234;5000;Aarau;AG;-;X;;-;;;25.05.2025;23.03.2026;;;
717438;5225;Bözberg;AG;-;-;;x;;;26.05.2025;01.07.2025;-;04.07.2025;Batterie
897928;5733;Leimbach AG;AG;x;-;;-;;;03.06.2025;01.10.2025;04.12.2025;30.10.2025;Wärmepumpe
692550;8962;Bergdietikon;AG;-;X;15.13;-;;;06.06.2025;01.08.2025;16.07.2025;09.07.2025;PV
869547;4323;Wallbach;AG;-;-;;x;;;07.06.2025;01.08.2025;übergeben;;
227804;5702;Niederlenz;AG;x;-;;x;;;11.06.2025;01.11.2025;28.11.2025;20.11.2025;Wärmepumpe + Batterie
577919;5442;Fislisbach;AG;-;-;;x;;;12.06.2025;01.08.2025;29.08.2025;11.07.2025;Batterie
692466;8962;Bergdietikon;AG;-;-;;x;;;15.06.2025;01.08.2025;;;
238871;5033;Buchs AG;AG;-;x;11.28;x;;;18.06.2025;01.09.2025;;07.10.2025;PV + Batterie
238878;5037;Muhen;AG;-;x;15.04;x;;;19.06.2025;01.09.2025;08.01.2025;;
595906;8964;Rudolfstetten;AG;-;-;;-;x;;22.06.2025;;;;
868792;4322;Mumpf;AG;-;x;24.64;-;;;23.06.2025;02.07.2025;21.07.2025;02.07.2025;PV
878287;4303;Kaiseraugst;AG;-;x;15.04;-;;;23.06.2025;01.09.2025;02.10.2025;14.07.2025;PV
239018;5024;Küttigen;AG;-;x;17.205;x;;;24.06.2025;01.10.2025;15.01.2026;19.12.2025;PV + Batterie
239000;5420;Ehrendingen;AG;-;x;0;x;;;24.06.2025;01.08.2025;25.08.2025;11.08.2025;PV + Batterie
747439;5412;Gebenstorf;AG;-;-;;-;x;;27.06.2025;01.07.2025;übergeben;;
191828;5452;Oberrohrdorf;AG;-;x;16.56;x;;;29.06.2025;01.09.2025;31.10.2025;;
238918;5316;Leuggern;AG;;x;17.86;x;;;02.07.2025;01.09.2025;02.09.2025;19.08.2025;PV + Batterie
239204;5012;Schönenwerd;SO;x;x;13.95;x;;;02.07.2025;15.09.2025;07.11.2025;03.10.2025;Wärmepumpe + PV + Batterie
239315;5116;Schinznach Bad;AG;-;x;13.02;x;;;10.07.2025;22.09.2025;24.11.2025;06.10.2025;PV + Batterie
171122;5745;Safenwil;AG;-;x;11.28;x;;;10.07.2025;01.09.2025;;;
215492;5033;Buchs AG;AG;-;-;;-;x;;11.07.2025;04.08.2025;-;;
136557;4325;Schupfart;AG;-;-;;x;;;14.07.2025;01.09.2025;;;
738793;5070;Frick;AG;x;-;;-;;;15.07.2025;01.10.2025;02.12.2025;07.11.2025;Wärmepumpe
556799;5113;Holderbank AG;AG;-;x;16.49;x;;;17.07.2025;08.09.2025;29.10.2025;;
226015;5082;Kaisten;AG;-;-;;x;;;18.07.2025;01.08.2025;übergeben;;
227805;5200;Brugg AG;AG;x;-;;-;;;04.08.2025;22.09.2025;übergeben;;
878287;4303;Kaiseraugst;AG;-;-;;x;;;07.08.2025;-;02.10.2025;;
240050;5415;Nussbaumen AG;AG;x;-;;-;;;12.08.2025;01.09.2025;05.06.2026;16.10.2025;Wärmepumpe
721906;4310;Rheinfelden;AG;x;;;;;;18.08.2025;01.05.2026;30.04.2026;;
177379;5312;Döttingen;AG;;x;12.6;x;;;19.08.2025;mitte Okt. ;17.11.2025;;
240158;5103;Wildegg;AG;;x;22.1;x;;;20.08.2025;16.10.2025;01.12.2025;19.11.2025;PV + Batterie
138849;5605;Dottikon;AG;;;;x;;;23.08.2025;01.10.2025;-;19.09.2025;Batterie
240366;5035;Unterentfelden;AG;x;;;;;;24.08.2025;Ende Nov. ;;;
240425;5712;Beinwil am See;AG;;x;19.4;x;x;;30.08.2025;01.10.2025;24.01.2025;04.11.2025;PV + Batterie + EV-Ladestation
214745;5430;Wettingen;AG;;;;x;;;30.08.2025;01.10.2025;-;29.09.2025;Batterie
740863;5727;Oberkulm;AG;;;;x;;;30.08.2025;01.10.2025;10.11.2025;14.10.2025;Batterie
240458;5303;Würenlingen;AG;x;x;19.8;x;;;02.09.2025;06.10.2025;;;
225186;4612;Wangen b. Olten;SO;;;;;x;;04.09.2025;01.11.2025;27.10.2025;;
909494;4312;Magden;AG;;x;7.13;;x;;05.09.2025;03.11.2025;19.12.2025;24.11.2025;PV + EV-Ladestation
900694;5408;Ennetbaden;AG;;;;x;;;05.09.2025;01.11.2025;-;03.10.2025;Batterie
118609;5607;Hägglingen;AG;;;;x;;;09.09.2025;01.10.2025;;;
694753;5620;Bremgarten AG;AG;;;;x;;;09.09.2025;01.11.2025;-;18.11.2025;Batterie
240781;5722;Gränichen;AG;;x;11.875;x;;;11.09.2025;17.11.2025;;07.11.2025;PV + Batterie
589123;5014;Gretzenbach;SO;;;;x;;;12.09.2025;;;;
707043;4312;Magden;AG;;;;x;;;12.09.2025;-;-;;
751215;5107;Schinznach Dorf;AG;;x;;x;;;12.09.2025;16.03.2026;;;
724881;5745;Safenwil;AG;;;;x;;;13.09.2025;;;;
240903;5033;Buchs AG;AG;x;;;;;;14.09.2025;Q1 / 2026;04.06.2026;08.05.2026;Wärmepumpe
590937;5512;Wohlenschwil;AG;;;;x;;;15.09.2025;01.11.2025;-;14.11.2025;Batterie
573138;5616;Meisterschwanden;AG;;x;-;x;x;;29.09.2025;01.12.2025;13.02.2026;;
226015;5082;Kaisten;AG;-;-;;x;;;29.09.2025;01.11.2025;;;
821264;4303;Kaiseraugst;AG;-;-;;x;;;15.10.2025;01.06.2026;-;;
241448;5080;Laufenburg;AG;-;x;13.16;x;;;16.10.2025;17.11.2025;03.12.2025;28.11.2025;PV + Batterie
241353;5064;Wittnau;AG;x;;;;;;18.10.2025;16.03.2026;22.07.2026;10.04.2026;Wärmepumpe
186983;4334;Sisseln AG;AG;;x;15.2;x;;;20.10.2025;12.01.2026;19.02.2026;;
227957;5103;Wildegg;AG;;;;x;;;20.10.2025;-;-;;
241564;5725;Leutwil;AG;;x;17.58;x;;;24.10.2025;01.12.2025;02.02.2025;;
574802;4663;Aarburg;AG;;;;x;;;26.10.2025;01.12.2025;15.12.2025;05.12.2025;Batterie
241633;5102;Rupperswil;AG;;x;15..675;x;;;29.10.2025;01.04.2026;12.06.2026;13.05.2026;PV + Batterie
238234;5000;Aarau;AG;x;;;;;;29.10.2025;08.06.2026;;;
175560;5313;Klingnau;AG;;x;;x;;;30.10.2025;01.05.2026;;;
238234;5000;Aarau;AG;x;;;;;;30.10.2025;08.06.2026;;;
156287;5322;Koblenz;AG;x;;;;;;31.10.2025;Q1 / 2026;09.03.2026;22.01.2026;Wärmepumpe
745959;5105;Auenstein;AG;;;;x;;;01.11.2025;im 2026;-;;
227509;5113;Holderbank AG;AG;x;;;;;;03.11.2025;Q1 / 2026;09.02.2026;16.01.2026;Wärmepumpe
688436;5620;Bremgarten AG;AG;;x;156.8;;;;04.11.2025;Q1 / 2026;01.06.2026;27.04.2026;PV
241981;5436;Würenlos;AG;;x;14.75;x;;;09.11.2025;Q1 / 2026;12.05.2026;19.03.2026;PV + Batterie
920024;5603;Staufen;AG;x;x;13.63;x;;;09.11.2025;Q1 / 2026;11.06.2026;;
709341;4317;Wegenstetten;AG;;;;;x;;09.11.2025;Q1 / 2026;noch offen;13.01.2026;EV-Ladestation
133710;5726;Unterkulm;AG;;x;15.675;x;;;10.11.2025;Q1 / 2026;23.03.2026;05.03.2026;PV + Batterie
242130;5210;Windisch;AG;x;x;21.85;x;;;11.11.2025;Q2 / 2026;12.06.2026;24.04.2026;Wärmepumpe + PV + Batterie
242130;5210;Windisch;AG;;;;;;;14.11.2025;08.04.2026;-;;
595711;8962;Bergdietikon;AG;;;0;;;;18.11.2025;-;;;
890111;5235;Rüfenach AG;AG;;x;15.2;x;;;22.11.2025;;13.04.2026;;
813191;5107;Schinznach Dorf;AG;;x;13.775;x;;;22.11.2025;Q2 / 2026;21.04.2026;02.04.2026;PV + Batterie
920030;5043;Holziken;AG;;x;22.3;x;;;23.11.2025;Q1 / 2026 ;21.04.2026;;
229434;5430;Wettingen;AG;x;x;12.83;x;;;27.11.2025;18.05.2026;;;
709341;4317;Wegenstetten;AG;;;;x;;;28.11.2025;18.07.1905;noch offen;;
229547;5436;Würenlos;AG;;;;x;;;03.12.2025;;09.02.2026;;
920045;5436;Würenlos;AG;;x;15.2;x;;;04.12.2025;Q1.2026;23.04.2026;;
920044;5242;Lupfig ;AG;;x;14.4;x;;;04.12.2025;01.02.2026;24.04.2026;;
118160;5607;Hägglingen;AG;;x;11.4;x;;;07.12.2025;01.02.2026;09.04.2026;;
576824;5610;Wohlen AG;AG;;;;x;;;10.12.2025;20.01.2026;06.02.2026;;
920055;5200;Brugg AG;AG;x;x;9.5;x;;;12.12.2025;01.02.2026;22.04.2026;;
920058;5430;Wettingen;AG;;x;4.75;;;;16.12.2025;Q1 2026;05.06.2026;;
129447;5072;Oeschgen;AG;;;;;;;16.12.2025;17.12.2025;;;
596361;5242;Birr;AG;;;;;x;;17.12.2025;-;-;;
859760;5707;Seengen;AG;;;;;x;;20.12.2025;Q1 / 2026;27.02.2026;23.01.2026;EV-Ladestation
920061;8965;Berikon;AG;;x;16.15;x;;;21.12.2025;Q2 / 2026;04.05.2026;10.04.2026;PV + Batterie
718040;4324;Obermumpf;AG;;x;14.4;x;;;25.12.2025;08.06.2026;;;
582891;5722;Gränichen;AG;;;;;x;;06.01.2026;Q1 / 2026;-;20.01.2026;EV-Ladestation
920062;4334;Sisseln AG;AG;;x;17.1;x;;;07.01.2026;Q1 / 2026;05.05.2026;02.04.2026;PV + Batterie
575339;4652;Winznau;SO;x;;;;;;07.01.2026;11.05.2026;;;
579842;5018;Erlinsbach;AG;;;;x;;;10.01.2026;Q1 / 2026;11.03.2026;17.02.2026;Batterie
165295;4313;Möhlin;AG;x;x;12.69;x;;;12.01.2026;09.11.2026;;;
739178;5105;Auenstein;AG;x;;;;;;22.01.2026;08.06.2026;;;
885769;4313;Möhlin;AG;;x;14.4;x;x;;26.01.2026;01.03.2026;07.05.2026;;
241341;5625;Kallern;AG;x;;;;;;29.01.2026;29.06.2026;;;
920084;5014;Gretzenbach;SO;;x;23.75;x;;;30.01.2026;23.03.2026;29.06.2026;;
131858;5443;Niederrohrdorf;AG;;;;;;;30.01.2026;Q1 / 2026;-;26.02.2026;unbekannt (keine Anlage auf dieser Zeile markiert)
120135;4313;Möhlin;AG;;;;;x;;03.02.2026;-;31.03.2026;;
920091;5034;Suhr;AG;x;;;;;;06.02.2026;27.07.2026;;;
107868;5322;Koblenz;AG;;;;x;;;09.02.2026;Q2 / 2026;17.04.2026;08.04.2026;Batterie
194098;5504;Othmarsingen;AG;x;;;;;;10.02.2026;31.08.2026;;;
790904;5506;Mägenwil;AG;x;;;;;;12.02.2026;27.04.2026;;;
243997;5015;Erlinsbach SO;SO;x;;;;;;12.02.2026;06.07.2026;;;
572837;5035;Unterentfelden;AG;;;;;x;;15.02.2026;Q2 / 2026;-;11.03.2026;EV-Ladestation
157583;5272;Gansingen;AG;;x;20.16;x;;;17.02.2026;?;08.05.2026;;
723966;5235;Rüfenach AG;AG;;x;14.4;x;;;19.02.2026;Q2 / 2026;06.05.2026;17.04.2026;PV + Batterie
920106;5406;Rütihof;AG;x;;;;;;19.02.2026;10.08.2026;;;
151081;4310;Rheinfelden;AG;;;nur Speicher;x;;;20.02.2026;01.05.2026;22.06.2026;;
734540;8962;Bergdietikon;AG;;x;28.8;x;;;20.02.2026;04.05.2026;17.07.2026;;
920105;4616;Kappel SO;SO;;x;13.78;x;;;22.02.2026;Q2 / 2026;10.06.2026;20.05.2026;PV + Batterie
920129;5453;Remetschwil;AG;;x;11.64;x;;;01.03.2026;Q2 / 2026;09.06.2026;30.04.2026;PV + Batterie
723701;5707;Seengen;AG;;;;;x;;02.03.2026;Q2 / 2026;03.06.2026;17.04.2026;EV-Ladestation
920131;4653;Obergösgen;SO;x;;;x;;;02.03.2026;10.08.2026;;;
21264;4303;Kaiseraugst;AG;x;;;;;;05.03.2026;12.10.2026;;;
584406;5033;Buchs AG;AG;;;;x;;;06.03.2026;?;;;
920132;5022;Rombach;AG;x;x;12.61;x;;;07.03.2026;14.09.2026;;;
241564;5725;Leutwil;AG;;;;x;;;09.03.2026;27.07.2026;;;
920135;5503;Schafisheim;AG;x;;;;;;10.03.2026;02.11.2026;;;
920134;5742;Kölliken;AG;x;x;17.1;x;;;17.03.2026;05.10.2026;;;
920150;5034;Suhr;AG;x;x;11.52;x;;;19.03.2026;26.10.2026;;;
920135;5503;Schafisheim;AG;;x;14.25;x;;;20.03.2026;06.11.2026;;;
920153;5103;Wildegg;AG;x;;;;;;21.03.2026;01.10.2026;;;
830617;5616;Meisterschwanden;AG;;x;11.64;x;;;24.03.2026;22.06.2026;;;
920155;5012;Schönenwerd;SO;x;;;;;;27.03.2026;16.11.2026;;;
920162;5012;Schönenwerd;SO;x;;;;;;28.03.2026;07.09.2026;;;
239204;5012;Schönenwerd;SO;;;;;x;;02.04.2026;Q2 / 2026;-;01.05.2026;EV-Ladestation
920155;5012;Schönenwerd;SO;x;x;15.2;x;;;08.04.2026;22.06.2026;;;
164237;5622;Waltenschwil;AG;;;;x;;;14.04.2026;01.07.2026;;;
575135;5012;Wöschnau;SO;;;;x;;;16.04.2026;Q2 / 2026;-;27.05.2026;Batterie
920175;5222;Umiken;AG;x;;;x;;;19.04.2026;06.06.2026;;;
227804;5702;Niederlenz;AG;;;;;x;;22.04.2026;Q2 / 2026;11.05.2026;30.05.2026;EV-Ladestation
724118;5745;Safenwil;AG;;x;5.88;x;;;24.04.2026;01.06.2026;16.07.2026;;
228384;5502;Hunzenschwil;AG;;;;;;;24.04.2026;-;-;;
132812;5726;Unterkulm;AG;x;x;17.95;x;x;;26.04.2026;13.07.2026;;;
709084;5316;Leuggern;AG;x;;;;;;29.04.2026;29.06.2026;;;
223251;4852;Rothrist;AG;;;;x;;;01.05.2026;01.07.2026;;;
742207;5106;Veltheim AG;AG;x;;;;;;02.05.2026;05.10.2026;;;
920211;4410;Liestal;BL;x;x;13.23;x;;;05.05.2026;01.09.2026;;;
696780;4310;Rheinfelden;AG;;;;x;x;;05.05.2026;03.07.2026;;;
553924;5074;Eiken;AG;x;;;;;;05.05.2026;22.06.2026;;;
222361;3038;Kirchlindach;BE;;;;x;;;07.05.2026;10.07.2026;;;
238234;5000;Aarau;AG;;;;;;;11.05.2026;19.05.2026;;;
238234;5000;Aarau;AG;;;;;;;11.05.2026;19.05.2026;;;
214149;5420;Ehrendingen;AG;;;;x;;;12.05.2026;16.06.2026;20.07.2026;16.06.2026;Batterie
920213;5600;Lenzburg;AG;x;x;13;x;x;;17.05.2026;01.05.2027;;;
238918;5316;Leuggern;AG;;;;;x;;20.05.2026;10.06.2026;21.07.2026;18.06.2026;EV-Ladestation
246881;5444;Künten;AG;x;;;;;;20.05.2026;01.05.2027;;;
920227;8965;Berikon;AG;x;;;;;;20.05.2026;05.10.2026;;;
920225;5722;Gränichen;AG;;x;17.82;x;;;22.05.2026;17.08.2026;;;
227165;5603;Staufen;AG;;;;x;;;25.05.2026;16.06.2026;22.07.2026;16.06.2026;Batterie
226011;5425;Schneisingen;AG;;;;x;;;27.05.2026;09.07.2026;20.07.2026;09.07.2026;Batterie
115673;4317;Wegenstetten;AG;x;;;;;;27.05.2026;02.11.2026;;;
594448;5042;Hirschthal;AG;x;;;x;;;27.05.2026;01.02.2027;;;
;5425;Schneisingen;AG;;x;25.92;x;x;;31.05.2026;01.10.2026;;;
920234;5610;Wohlen AG;AG;x;x;16.62;x;;;01.06.2026;01.11.2026;;;
745464;4317;Wegenstetten;AG;x;x;19.8;x;;;03.06.2026;01.01.2027;;;
;5425;Schneisingen;AG;;;;;x;;03.06.2026;01.09.2026;;;
920240;5637;Beinwil (Freiamt);AG;;x;65.84;x;;;06.06.2026;13.10.2026;;;
710570;5070;Frick ;AG;;x;14.55;x;;;08.06.2026;03.08.2026;;;
555287;5706;Boniswil;AG;;;;;x;;08.06.2026;01.09.2026;;;
185674;5330;Bad Zurzach;AG;x;;;;;;13.06.2026;01.10.2026;;;
233087;5212;Hausen AG;AG;;;;;x;;16.06.2026;01.08.2026;;;
749578;5504;Othmarsingen;AG;;x;14.36;x;;;17.06.2026;01.08.2026;;;
920242;5018;Erlinsbach;AG;x;;;;;;17.06.2026;01.04.2027;;;
855457;4323;Wallbach;AG;;;;;;;18.06.2026;01.07.2026;-;;
176260;5452;Oberrohrdorf;AG;;;;;;;19.06.2026;01.08.2026;-;;
920241;5200;Brugg;AG;x;x;11.64;x;;;20.06.2026;15.09.2026;;;
165585;5614;Sarmenstorf;AG;;x;14.55;x;;;22.06.2026;01.09.2026;;;
227963;5000;Aarau;AG;;x;14.55;;;;24.06.2026;01.10.2026;;;
881402;4313;Möhlin;AG;;x;24.25;x;;;25.06.2026;01.09.2026;;;
920129;5453;Remetschwil;AG;;;;;;;28.06.2026;01.07.2026;;;
920243;5024;Küttigen;AG;;;;x;;;29.06.2026;01.07.2026;;;
165171;5506;Mägenwil;AG;;x;9.4;x;x;;30.06.2026;08.09.2026;;;
867344;4333;Münchwilen AG;AG;x;x;23.27;x;;;06.07.2026;19.10.2026;;;
596019;5728;Gontenschwil;AG;;;;;;;08.07.2026;01.08.2026;;;
587753;5103;Wildegg;AG;;x;15.35;x;;;10.07.2026;01.10.2026;;;
720022;4310;Rheinfelden;AG;;;;;;;14.07.2026;01.09.2026;;;
576824;5610;Wohlen AG;AG;;;;;;;15.07.2026;01.09.2026;;;
901606;5073;Gipf-Oberfrick;AG;;;;x;;;20.07.2026;01.08.2026;;;
920283;4652;Winznau;SO;;;;x;;;24.07.2026;01.09.2026;;;
920285;5210;Windisch;AG;;x;13.86;x;;;29.07.2026;01.09.2026;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
